"hotels_revngo.com.csv~hotel_name","hotels_www.touristlink.com.csv~hotel_name",0.1
"hotels_revngo.com.csv~hotel_name","hotels_www.nighttours.com.csv~hotel_name",0.1
"hotels_revngo.com.csv~hotel_name","hotels_www.ihg.com.csv~hotel_name",0.1
"hotels_revngo.com.csv~postalcode","hotels_www.touristlink.com.csv~postalcode",0.1
"hotels_revngo.com.csv~postalcode","hotels_www.nighttours.com.csv~postalcode",0.1
"hotels_revngo.com.csv~postalcode","hotels_www.ihg.com.csv~postalcode",0.1
"hotels_revngo.com.csv~streetaddress","hotels_www.touristlink.com.csv~streetaddress",0.1
"hotels_revngo.com.csv~streetaddress","hotels_www.nighttours.com.csv~streetaddress",0.1
"hotels_revngo.com.csv~streetaddress","hotels_www.ihg.com.csv~streetaddress",0.1
"hotels_revngo.com.csv~addresscountry","hotels_www.touristlink.com.csv~addresscountry",0.1
"hotels_revngo.com.csv~addresscountry","hotels_www.nighttours.com.csv~addresscountry",0.1
"hotels_revngo.com.csv~addresscountry","hotels_www.ihg.com.csv~addresscountry",0.1
"hotels_revngo.com.csv~addresslocality","hotels_www.touristlink.com.csv~addresslocality",0.1
"hotels_revngo.com.csv~addresslocality","hotels_www.nighttours.com.csv~addresslocality",0.1
"hotels_revngo.com.csv~addresslocality","hotels_www.ihg.com.csv~addresslocality",0.1
"hotels_revngo.com.csv~frequent_part_hotel_name","hotels_www.touristlink.com.csv~frequent_part_hotel_name",0.25
"hotels_revngo.com.csv~frequent_part_hotel_name","hotels_www.nighttours.com.csv~frequent_part_hotel_name",0.25
"hotels_revngo.com.csv~frequent_part_hotel_name","hotels_www.ihg.com.csv~frequent_part_hotel_name",0.25
"hotels_revngo.com.csv~infrequent_part_hotel_name","hotels_www.touristlink.com.csv~infrequent_part_hotel_name",0.25
"hotels_revngo.com.csv~infrequent_part_hotel_name","hotels_www.nighttours.com.csv~infrequent_part_hotel_name",0.25
"hotels_revngo.com.csv~infrequent_part_hotel_name","hotels_www.ihg.com.csv~infrequent_part_hotel_name",0.25